housing_id,student_id,residence_hall,room_number,move_in_date,move_out_date,housing_status
H003585,S003405,Summit House,165,2026-06-03,2026-08-20,Moved Out
H003586,S003374,Aspen Court,536,2026-09-27,,Active
H003587,S005490,Riverbend Hall,124,2026-04-10,,Active
H003588,S006195,Sunrise Commons,160,2024-11-25,,Active
H003589,S000798,Northgate Hall,369,2024-10-18,2024-12-28,Moved Out
H003590,S000439,Maple Ridge Hall,434,2026-02-08,2026-08-20,Moved Out
H003591,S005734,Aspen Court,537,2023-10-25,,Active
H003592,S007728,Aspen Court,578,2024-12-25,,Active
H003593,S006969,Northgate Hall,396,2025-06-01,,Active
H003594,S008902,Harborview Hall,221,2025-10-14,2026-04-26,Moved Out
H003595,S004632,Northgate Hall,195,2024-07-04,,Active
H003596,S004539,Willow Creek Hall,130,2025-06-10,2025-10-29,Moved Out
H003597,S007369,Maple Ridge Hall,175,2024-07-03,2024-11-16,Moved Out
H003598,S000532,Aspen Court,244,2025-05-31,2025-08-06,Moved Out
H003599,S007019,Meadowbrook Hall,150,2023-12-07,,Active
H003600,S000112,Northgate Hall,245,2024-01-09,,Active
H003601,S003569,Highland Hall,595,2023-12-09,2024-05-18,Moved Out
H003602,S006036,Meadowbrook Hall,403,2023-10-07,,Active
H003603,S003266,Bellview Hall,350,2025-04-29,2025-10-08,Moved Out
H003604,S009844,Highland Hall,488,2025-09-27,,Active
H003605,S008928,Lakeside Terrace,264,2024-02-28,2024-07-20,Moved Out
H003606,S008551,Cedar Crest Hall,414,2025-10-17,,Pending Assignment
H003607,S000993,Sunrise Commons,424,2026-07-27,,Pending Assignment
H003608,S003668,Sunrise Commons,518,2025-03-01,,Active
H003609,S006982,Riverbend Hall,352,2025-05-01,2025-10-11,Moved Out
H003610,S009077,Birchwood Hall,275,2025-06-29,,Pending Assignment
H003611,S007680,Bellview Hall,244,2023-10-01,,Active
H003612,S000618,Cedar Crest Hall,340,2023-10-22,2024-02-21,Moved Out
H003613,S002671,Northgate Hall,423,2023-12-17,,Active
H003614,S009038,Sunrise Commons,124,2026-03-14,2026-08-20,Moved Out
H003615,S008048,Meadowbrook Hall,176,2025-01-17,,Active
H003616,S003587,Harborview Hall,190,2024-11-02,,Active
H003617,S006174,Birchwood Hall,381,2024-04-24,,Active
H003618,S003649,Highland Hall,223,2025-10-13,2026-01-28,Moved Out
H003619,S003262,Sunrise Commons,420,2026-07-14,,Active
H003620,S000719,Birchwood Hall,558,2024-12-03,,Active
H003621,S001261,Meadowbrook Hall,467,2025-04-06,,Active
H003622,S001775,Riverbend Hall,134,2024-04-05,,Active
H003623,S009439,Northgate Hall,284,2023-12-23,,Active
H003624,S008909,Birchwood Hall,136,2024-10-23,,Active
H003625,S009274,Northgate Hall,170,2026-07-18,,Active
H003626,S007030,Riverbend Hall,429,2023-10-29,2024-06-03,Moved Out
H003627,S007184,Riverbend Hall,151,2025-02-27,2025-07-05,Moved Out
H003628,S002837,Birchwood Hall,489,2024-01-06,2024-04-04,Moved Out
H003629,S001096,Aspen Court,191,2026-03-15,,Active
H003630,S008302,Birchwood Hall,306,2025-02-05,,Active
H003631,S009927,Harborview Hall,391,2024-10-06,2025-05-21,Moved Out
H003632,S005229,Maple Ridge Hall,131,2024-08-25,,Active
H003633,S007571,Lakeside Terrace,519,2024-08-23,2024-11-05,Moved Out
H003634,S008264,Bellview Hall,534,2024-04-22,,Pending Assignment
H003635,S002694,Lakeside Terrace,495,2025-01-22,2025-03-29,Moved Out
H003636,S002112,Aspen Court,139,2026-05-27,,Active
H003637,S000806,Aspen Court,429,2025-04-08,,Active
H003638,S008232,Aspen Court,214,2026-08-13,,Active
H003639,S004737,Maple Ridge Hall,266,2024-02-29,2024-06-10,Moved Out
H003640,S004696,Bellview Hall,259,2024-02-14,,Active
H003641,S004570,Lakeside Terrace,597,2024-05-03,2024-09-26,Moved Out
H003642,S005052,Northgate Hall,202,2026-10-14,,Active
H003643,S002697,Highland Hall,179,2024-04-04,2024-07-22,Moved Out
H003644,S000806,Cedar Crest Hall,161,2025-08-22,,Active
H003645,S006414,Lakeside Terrace,562,2024-07-05,,Active
H003646,S001518,Aspen Court,535,2024-12-01,,Active
H003647,S001591,Birchwood Hall,495,2025-06-27,2025-12-30,Moved Out
H003648,S002863,Willow Creek Hall,594,2025-05-28,,Active
H003649,S002278,Riverbend Hall,277,2024-12-29,,Active
H003650,S000818,Harborview Hall,345,2024-01-15,2024-05-01,Moved Out
H003651,S004116,Birchwood Hall,386,2024-12-08,2025-08-22,Moved Out
H003652,S006616,Willow Creek Hall,309,2024-05-07,2024-12-07,Moved Out
H003653,S009958,Cedar Crest Hall,353,2026-01-01,,Pending Assignment
H003654,S000058,Highland Hall,127,2026-03-23,,Active
H003655,S009714,Highland Hall,426,2025-11-26,,Active
H003656,S007774,Highland Hall,155,2025-05-24,2026-03-09,Moved Out
H003657,S000061,Highland Hall,154,2026-04-15,,Active
H003658,S001539,Harborview Hall,235,2024-01-27,,Active
H003659,S000673,Harborview Hall,323,2025-12-25,,Active
H003660,S009182,Sunrise Commons,219,2023-11-19,2024-04-22,Moved Out
H003661,S008006,Highland Hall,258,2026-01-06,,Active
H003662,S000518,Summit House,347,2025-12-09,,Active
H003663,S009424,Highland Hall,255,2024-11-05,2025-01-27,Moved Out
H003664,S007485,Sunrise Commons,123,2023-12-28,,Active
H003665,S007044,Highland Hall,471,2026-04-11,2026-08-20,Moved Out
H003666,S005020,Northgate Hall,224,2026-05-06,,Active
H003667,S005729,Founders Hall,210,2026-04-24,,Active
H003668,S005067,Birchwood Hall,171,2025-12-28,,Active
H003669,S009686,Willow Creek Hall,502,2024-12-29,2025-04-07,Moved Out
H003670,S009781,Sunrise Commons,518,2025-09-12,,Active
H003671,S001837,Cedar Crest Hall,353,2024-08-21,2025-02-02,Moved Out
H003672,S001505,Bellview Hall,494,2026-08-02,,Active
H003673,S004031,Northgate Hall,250,2025-12-10,,Active
H003674,S000596,Summit House,280,2026-04-09,2026-08-20,Moved Out
H003675,S004285,Highland Hall,333,2025-12-31,,Active
H003676,S003265,Summit House,576,2023-09-12,,Active
H003677,S003268,Founders Hall,298,2026-01-18,,Active
H003678,S005060,Lakeside Terrace,365,2025-07-08,,Pending Assignment
H003679,S003819,Bellview Hall,172,2025-09-20,2026-01-03,Moved Out
H003680,S007463,Sunrise Commons,368,2025-07-11,,Active
H003681,S001186,Birchwood Hall,212,2026-01-05,2026-08-20,Moved Out
H003682,S000020,Riverbend Hall,359,2024-05-02,,Active
H003683,S002144,Riverbend Hall,334,2024-02-08,,Active
H003684,S000021,Harborview Hall,442,2023-12-27,,Pending Assignment
H003685,S005741,Northgate Hall,196,2026-08-03,,Active
H003686,S001267,Meadowbrook Hall,187,2026-07-04,2026-08-20,Moved Out
H003687,S000989,Riverbend Hall,272,2026-06-15,,Active
H003688,S002473,Birchwood Hall,405,2025-06-08,2025-12-14,Moved Out
H003689,S006337,Northgate Hall,321,2025-01-09,,Active
H003690,S005162,Summit House,537,2024-02-20,2024-09-04,Moved Out
H003691,S003672,Aspen Court,321,2023-11-11,,Active
H003692,S007954,Highland Hall,528,2025-11-03,2026-04-29,Moved Out
H003693,S007427,Bellview Hall,246,2025-07-07,,Active
H003694,S003566,Meadowbrook Hall,503,2025-10-30,,Active
H003695,S007621,Aspen Court,538,2025-06-27,,Active
H003696,S003789,Maple Ridge Hall,193,2023-08-27,2024-06-20,Moved Out
H003697,S001682,Founders Hall,488,2024-11-05,,Active
H003698,S007533,Aspen Court,367,2025-03-16,2025-09-19,Moved Out
H003699,S001974,Harborview Hall,293,2025-09-19,,Active
H003700,S004632,Riverbend Hall,277,2024-02-22,,Active
H003701,S007050,Aspen Court,239,2026-02-12,,Active
H003702,S006778,Cedar Crest Hall,121,2024-01-04,,Active
H003703,S006059,Aspen Court,529,2026-01-20,,Active
H003704,S005132,Maple Ridge Hall,218,2023-08-12,,Active
H003705,S000543,Harborview Hall,130,2024-02-11,2024-06-21,Moved Out
H003706,S005617,Lakeside Terrace,202,2025-08-27,2025-11-27,Moved Out
H003707,S005369,Harborview Hall,175,2023-12-26,,Active
H003708,S006587,Founders Hall,465,2025-01-09,,Active
H003709,S007895,Riverbend Hall,591,2023-12-28,2024-06-09,Moved Out
H003710,S002399,Riverbend Hall,231,2026-09-06,,Active
H003711,S006332,Birchwood Hall,565,2026-05-16,2026-08-20,Moved Out
H003712,S005845,Cedar Crest Hall,331,2023-12-20,2024-09-07,Moved Out
H003713,S005497,Sunrise Commons,399,2026-08-02,,Active
H003714,S005356,Willow Creek Hall,232,2025-05-19,,Active
H003715,S005260,Harborview Hall,314,2023-08-28,,Active
H003716,S003802,Riverbend Hall,495,2026-02-19,,Active
H003717,S007602,Riverbend Hall,448,2024-03-01,2024-12-06,Moved Out
H003718,S000292,Harborview Hall,412,2024-06-19,,Active
H003719,S003276,Founders Hall,553,2024-09-05,,Active
H003720,S006762,Bellview Hall,371,2026-05-23,,Active
H003721,S006729,Riverbend Hall,454,2025-07-30,2026-01-07,Moved Out
H003722,S002989,Riverbend Hall,125,2024-06-10,,Active
H003723,S008817,Meadowbrook Hall,580,2026-03-19,,Pending Assignment
H003724,S003146,Birchwood Hall,443,2024-08-28,,Active
H003725,S004493,Maple Ridge Hall,168,2024-07-07,,Active
H003726,S005652,Summit House,283,2023-12-29,,Active
H003727,S000201,Meadowbrook Hall,361,2024-10-29,,Active
H003728,S002690,Founders Hall,460,2024-04-03,2024-06-16,Moved Out
H003729,S006366,Summit House,125,2025-04-23,,Active
H003730,S009753,Sunrise Commons,546,2024-08-06,,Active
H003731,S006039,Willow Creek Hall,345,2024-04-30,,Active
H003732,S009606,Lakeside Terrace,363,2025-08-21,2026-05-24,Moved Out
H003733,S008533,Bellview Hall,319,2023-11-14,,Active
H003734,S007459,Meadowbrook Hall,261,2024-12-05,,Active
H003735,S006950,Willow Creek Hall,578,2024-06-13,,Active
H003736,S009784,Sunrise Commons,338,2024-03-16,,Active
H003737,S006016,Northgate Hall,136,2025-08-21,,Active
H003738,S009001,Cedar Crest Hall,223,2025-12-07,2026-03-03,Moved Out
H003739,S008488,Summit House,456,2024-08-09,,Active
H003740,S000101,Cedar Crest Hall,241,2026-01-24,2026-08-20,Moved Out
H003741,S000187,Willow Creek Hall,560,2023-08-31,,Active
H003742,S004039,Meadowbrook Hall,541,2024-10-18,,Active
H003743,S003277,Northgate Hall,595,2025-11-19,,Active
H003744,S002245,Maple Ridge Hall,123,2024-10-12,,Active
H003745,S006374,Highland Hall,199,2025-10-25,,Active
H003746,S001355,Highland Hall,436,2025-02-19,,Active
H003747,S005914,Lakeside Terrace,190,2025-05-05,,Active
H003748,S009632,Harborview Hall,581,2024-06-30,2025-01-21,Moved Out
H003749,S000651,Maple Ridge Hall,132,2025-08-04,,Active
H003750,S006841,Meadowbrook Hall,285,2025-05-22,,Active
H003751,S001655,Maple Ridge Hall,273,2026-08-16,,Active
H003752,S009898,Willow Creek Hall,492,2025-05-17,2025-08-21,Moved Out
H003753,S001457,Cedar Crest Hall,481,2025-05-21,2025-12-20,Moved Out
H003754,S006394,Sunrise Commons,163,2025-11-15,,Active
H003755,S001791,Summit House,326,2024-09-15,,Active
H003756,S003404,Aspen Court,493,2024-12-30,2025-06-21,Moved Out
H003757,S004659,Birchwood Hall,581,2025-02-08,,Active
H003758,S003562,Willow Creek Hall,268,2025-10-17,,Active
H003759,S009879,Founders Hall,545,2026-01-21,2026-08-20,Moved Out
H003760,S006566,Highland Hall,302,2026-02-10,2026-05-12,Moved Out
H003761,S001276,Willow Creek Hall,152,2026-01-21,,Active
H003762,S009437,Highland Hall,351,2023-08-08,,Active
H003763,S003047,Founders Hall,146,2026-03-03,,Active
H003764,S007969,Meadowbrook Hall,421,2025-05-24,2026-03-05,Moved Out
H003765,S002019,Sunrise Commons,226,2025-01-10,2025-10-08,Moved Out
H003766,S002244,Highland Hall,146,2024-05-18,,Active
H003767,S003177,Lakeside Terrace,492,2023-11-30,,Active
H003768,S002544,Bellview Hall,562,2024-11-26,,Active
H003769,S001380,Lakeside Terrace,560,2026-02-17,,Active
H003770,S008991,Cedar Crest Hall,208,2026-08-04,,Active
H003771,S001638,Willow Creek Hall,563,2024-12-02,2025-04-05,Moved Out
H003772,S003475,Willow Creek Hall,242,2024-01-17,2024-05-15,Moved Out
H003773,S001104,Meadowbrook Hall,507,2025-12-27,,Active
H003774,S005514,Northgate Hall,489,2026-05-09,2026-08-20,Moved Out
H003775,S006011,Summit House,588,2025-11-19,,Active
H003776,S000368,Founders Hall,234,2026-05-08,,Active
H003777,S000032,Northgate Hall,594,2025-02-27,2025-09-24,Moved Out
H003778,S009902,Lakeside Terrace,232,2026-01-30,,Active
H003779,S006028,Lakeside Terrace,403,2026-01-18,,Active
H003780,S007491,Maple Ridge Hall,439,2023-08-13,,Active
H003781,S006133,Riverbend Hall,138,2025-01-06,,Active
H003782,S000530,Bellview Hall,300,2026-03-17,2026-05-20,Moved Out
H003783,S009263,Bellview Hall,155,2023-10-27,,Active
H003784,S007266,Harborview Hall,479,2024-09-10,2025-03-06,Moved Out
H003785,S004840,Sunrise Commons,243,2026-07-05,2026-08-20,Moved Out
H003786,S002414,Summit House,455,2023-11-25,,Active
H003787,S005960,Lakeside Terrace,456,2024-07-16,,Active
H003788,S004347,Maple Ridge Hall,563,2024-03-31,,Active
H003789,S004051,Meadowbrook Hall,331,2023-12-10,,Active
H003790,S006295,Birchwood Hall,467,2024-08-16,,Active
H003791,S007092,Sunrise Commons,429,2024-07-11,,Pending Assignment
H003792,S003184,Aspen Court,207,2024-06-12,,Active
H003793,S007786,Riverbend Hall,336,2024-10-19,,Active
H003794,S000668,Lakeside Terrace,524,2024-10-25,,Pending Assignment
H003795,S008317,Birchwood Hall,358,2023-09-27,,Active
H003796,S001185,Lakeside Terrace,300,2025-08-25,,Active
H003797,S009566,Highland Hall,408,2025-11-25,2026-07-13,Moved Out
H003798,S007384,Aspen Court,527,2024-07-09,,Active
H003799,S004558,Aspen Court,542,2025-08-06,,Active
H003800,S003437,Riverbend Hall,545,2023-11-27,,Active
H003801,S001755,Meadowbrook Hall,320,2026-06-16,,Active
H003802,S000809,Lakeside Terrace,331,2025-04-19,,Active
H003803,S003872,Northgate Hall,383,2023-11-27,,Active
H003804,S003144,Aspen Court,150,2024-01-12,,Active
H003805,S009809,Aspen Court,509,2024-10-27,2025-03-04,Moved Out
H003806,S008426,Highland Hall,392,2025-03-18,2025-11-22,Moved Out
H003807,S000574,Maple Ridge Hall,419,2024-11-09,2025-01-28,Moved Out
H003808,S004205,Maple Ridge Hall,376,2024-09-17,,Active
H003809,S002703,Meadowbrook Hall,397,2025-08-21,,Pending Assignment
H003810,S009064,Lakeside Terrace,241,2025-09-21,,Active
H003811,S008339,Highland Hall,177,2025-02-21,,Active
H003812,S001834,Aspen Court,461,2026-07-20,,Active
H003813,S007689,Bellview Hall,275,2024-10-04,,Active
H003814,S004657,Founders Hall,488,2024-05-24,,Active
H003815,S003692,Summit House,352,2023-08-19,2024-05-15,Moved Out
H003816,S001690,Founders Hall,404,2026-06-14,,Active
H003817,S005725,Summit House,534,2024-10-05,2025-05-22,Moved Out
H003818,S000181,Cedar Crest Hall,162,2023-09-11,,Active
H003819,S005979,Harborview Hall,430,2024-08-04,2025-01-17,Moved Out
H003820,S005978,Maple Ridge Hall,243,2024-03-30,,Active
H003821,S001509,Meadowbrook Hall,443,2024-08-23,,Active
H003822,S007894,Maple Ridge Hall,566,2025-05-08,,Active
H003823,S001350,Bellview Hall,143,2024-12-27,,Active
H003824,S008513,Harborview Hall,551,2023-10-03,,Active
H003825,S008930,Harborview Hall,355,2026-01-07,,Active
H003826,S003193,Willow Creek Hall,484,2026-07-02,,Active
H003827,S008169,Birchwood Hall,585,2025-11-27,2026-02-18,Moved Out
H003828,S003417,Cedar Crest Hall,434,2026-04-25,,Active
H003829,S006875,Aspen Court,415,2026-07-31,2026-08-20,Moved Out
H003830,S007656,Riverbend Hall,325,2023-10-08,2024-01-03,Moved Out
H003831,S006782,Summit House,103,2023-11-27,,Active
H003832,S008687,Northgate Hall,502,2025-12-18,,Active
H003833,S006220,Sunrise Commons,142,2025-07-24,2026-02-03,Moved Out
H003834,S006941,Highland Hall,543,2025-04-30,,Active
H003835,S006701,Cedar Crest Hall,251,2026-05-23,2026-08-20,Moved Out
H003836,S004331,Sunrise Commons,248,2024-07-09,2025-02-01,Moved Out
H003837,S002875,Cedar Crest Hall,194,2024-01-29,,Active
H003838,S001363,Northgate Hall,524,2025-10-18,2026-01-15,Moved Out
H003839,S009905,Riverbend Hall,597,2025-10-01,,Active
H003840,S007857,Riverbend Hall,244,2023-10-06,2024-03-24,Moved Out
H003841,S006940,Summit House,550,2026-04-12,,Active
H003842,S005522,Willow Creek Hall,202,2023-10-23,2024-02-13,Moved Out
H003843,S006595,Bellview Hall,405,2026-08-13,,Active
H003844,S007311,Birchwood Hall,227,2024-08-03,,Active
H003845,S007592,Highland Hall,128,2026-03-22,,Active
H003846,S006886,Willow Creek Hall,578,2026-03-20,2026-07-11,Moved Out
H003847,S001761,Highland Hall,417,2025-09-17,2026-07-08,Moved Out
H003848,S001642,Founders Hall,438,2026-06-11,,Active
H003849,S000813,Willow Creek Hall,449,2024-06-21,,Active
H003850,S004538,Lakeside Terrace,130,2024-11-25,,Active
H003851,S005704,Northgate Hall,477,2024-11-10,,Active
H003852,S006539,Lakeside Terrace,179,2024-09-01,,Active
H003853,S009873,Bellview Hall,132,2026-03-16,,Active
H003854,S002288,Aspen Court,272,2026-08-09,,Active
H003855,S007613,Highland Hall,368,2026-06-09,,Active
H003856,S005412,Lakeside Terrace,196,2024-08-18,,Active
H003857,S003918,Willow Creek Hall,428,2025-09-25,,Active
H003858,S001885,Aspen Court,367,2025-10-03,2026-05-22,Moved Out
H003859,S003929,Bellview Hall,453,2024-09-24,,Active
H003860,S000924,Sunrise Commons,461,2025-05-15,,Active
H003861,S001236,Maple Ridge Hall,414,2026-01-05,2026-07-15,Moved Out
H003862,S001192,Founders Hall,277,2025-02-07,2025-08-08,Moved Out
H003863,S006085,Highland Hall,576,2024-11-15,2025-04-30,Moved Out
H003864,S006042,Summit House,148,2025-10-11,2025-12-20,Moved Out
H003865,S001702,Willow Creek Hall,220,2025-08-06,,Active
H003866,S009722,Riverbend Hall,576,2026-07-24,,Active
H003867,S008999,Aspen Court,142,2026-07-13,,Active
H003868,S004099,Meadowbrook Hall,109,2026-08-12,,Active
H003869,S009162,Willow Creek Hall,273,2023-11-21,,Active
H003870,S007159,Lakeside Terrace,125,2023-09-27,2024-01-03,Moved Out
H003871,S007157,Summit House,530,2024-05-17,,Active
H003872,S008376,Meadowbrook Hall,504,2025-07-22,,Active
H003873,S009175,Meadowbrook Hall,528,2025-12-13,,Active
H003874,S007042,Bellview Hall,184,2026-03-27,,Active
H003875,S008840,Lakeside Terrace,444,2025-06-15,2025-11-14,Moved Out
H003876,S000234,Lakeside Terrace,247,2025-09-03,,Active
H003877,S002900,Willow Creek Hall,303,2025-06-11,,Active
H003878,S000746,Harborview Hall,562,2025-07-06,,Active
H003879,S003997,Harborview Hall,287,2024-03-17,2024-09-20,Moved Out
H003880,S007398,Founders Hall,149,2024-11-24,2025-08-30,Moved Out
H003881,S007641,Willow Creek Hall,341,2023-08-01,2023-11-02,Moved Out
H003882,S006323,Northgate Hall,417,2024-08-25,,Active
H003883,S007794,Aspen Court,589,2026-07-26,,Active
H003884,S001739,Willow Creek Hall,298,2026-08-12,2026-08-20,Moved Out
H003885,S000849,Aspen Court,335,2026-04-20,2026-08-20,Moved Out
H003886,S001147,Maple Ridge Hall,592,2024-07-16,,Active
H003887,S001653,Highland Hall,203,2024-12-15,,Active
H003888,S001768,Maple Ridge Hall,343,2025-04-02,2026-01-12,Moved Out
H003889,S001257,Summit House,261,2023-08-16,,Active
H003890,S008831,Birchwood Hall,436,2026-01-07,,Active
H003891,S001892,Lakeside Terrace,517,2026-08-11,,Active
H003892,S000568,Founders Hall,409,2025-07-02,2026-01-01,Moved Out
H003893,S006369,Founders Hall,198,2024-07-10,2025-04-19,Moved Out
H003894,S009024,Birchwood Hall,428,2024-04-27,2025-02-14,Moved Out
H003895,S007555,Bellview Hall,526,2026-04-13,,Active
H003896,S004588,Cedar Crest Hall,255,2025-06-04,,Active
H003897,S007548,Aspen Court,134,2026-05-11,2026-08-18,Moved Out
H003898,S008132,Sunrise Commons,201,2025-08-05,,Active
H003899,S001275,Birchwood Hall,127,2023-12-25,2024-07-18,Moved Out
H003900,S002523,Aspen Court,396,2025-11-11,,Active
H003901,S008229,Founders Hall,308,2024-07-17,2024-12-01,Moved Out
H003902,S004431,Maple Ridge Hall,558,2025-05-01,,Active
H003903,S009369,Lakeside Terrace,186,2025-07-21,,Active
H003904,S003427,Maple Ridge Hall,274,2026-07-03,,Active
H003905,S002535,Riverbend Hall,411,2026-01-23,2026-08-20,Moved Out
H003906,S005650,Maple Ridge Hall,280,2026-06-09,,Active
H003907,S008263,Birchwood Hall,399,2024-10-05,,Active
H003908,S000620,Highland Hall,432,2024-11-29,2025-06-20,Moved Out
H003909,S008140,Willow Creek Hall,371,2025-09-06,,Active
H003910,S001321,Cedar Crest Hall,109,2024-12-29,,Active
